estacion,fechahora,370nm ng/m3 (ng/m3),BBP (%),CO (ppm),Dir Viento (Grados),Dir Viento 10M (Grados),HR (%),HR_2m (%),Humedad Inter (%),NO (ppb),NO2 (ppb),NOX (ppb),OZONO (ppb),PM10 (µg/m3),PM25 (µg/m3),Precipitacion (mm),Presion Baro (mmHg),Rad Solar (W/M²),SO2 (ppb),SO2 Envea (ppb),Tempe Inter (°C),Temperatura (°C),Temperatura 20M (°C),Temperatura 8M (°C),Vel Viento (m/s),Vel Viento 10M (m/s),eBC (µg/m3)
Movil Fontibon,2025-10-07 06:00:00,,,,,,,,,,,,,10.4,7.3,,565.0,52.0,,,,11.1,,,,,
Movil Fontibon,2025-10-07 07:00:00,,,,,,,,,,,,,8.3,6.0,,565.0,144.0,,,,12.3,,,,,
Movil Fontibon,2025-10-07 08:00:00,,,,,,,,,,,,,32.0,12.7,,566.0,398.0,,,,14.6,,,,,
Movil Fontibon,2025-10-07 09:00:00,,,,,,,,,,,,,43.5,10.6,,566.0,542.0,,,,16.6,,,,,
Movil Fontibon,2025-10-07 10:00:00,,,,,,,,,,,,,79.7,11.4,,566.0,267.0,,,,17.5,,,,,
Movil Fontibon,2025-10-07 11:00:00,,,,,,,,,,,,,75.6,15.3,,565.0,220.0,,,,16.9,,,,,
Movil Fontibon,2025-10-07 12:00:00,,,,,,,,,,,,,44.1,11.8,,565.0,181.0,,,,16.8,,,,,
Movil Fontibon,2025-10-07 13:00:00,,,,,,,,,,,,,55.0,12.9,,564.0,245.0,,,,16.2,,,,,
Movil Fontibon,2025-10-07 14:00:00,,,,,,,,,,,,,53.1,9.8,,563.0,360.0,,,,17.5,,,,,
Movil Fontibon,2025-10-07 15:00:00,,,,,,,,,,,,,65.9,22.6,,563.0,267.0,,,,17.4,,,,,
Puente Aranda,2025-10-05 00:00:00,,13.3,0.25,133.0,,70.0,,,3.0,15.3,18.4,11.8,1.9,1.9,0.1,564.0,0.0,1.0,,,,,,1.3,,0.4
Puente Aranda,2025-10-05 01:00:00,,6.7,0.17,204.0,,75.0,,,2.1,12.6,14.9,15.2,1.7,1.7,0.0,564.0,0.0,1.0,,,,,,1.4,,0.2
Puente Aranda,2025-10-05 02:00:00,,6.6,0.2,183.0,,79.0,,,2.9,15.5,18.4,9.9,,1.5,0.0,564.0,0.0,1.1,,,,,,0.9,,0.3
Puente Aranda,2025-10-05 03:00:00,,7.3,0.26,217.0,,82.0,,,4.8,19.5,24.3,8.5,,1.5,0.0,564.0,0.0,1.2,,,,,,1.2,,0.7
Puente Aranda,2025-10-05 04:00:00,,8.1,0.19,199.0,,83.0,,,1.8,15.1,17.1,11.0,,1.7,0.0,564.0,0.0,1.1,,,,,,0.8,,0.5
Puente Aranda,2025-10-05 05:00:00,,1.9,0.38,65.0,,81.0,,,7.4,24.0,31.5,2.9,1.6,1.6,0.0,564.0,1.0,1.1,,,,,,0.9,,0.8
Puente Aranda,2025-10-05 06:00:00,,3.4,0.5,43.0,,81.0,,,17.6,25.4,43.0,2.6,1.6,1.6,0.0,565.0,45.0,1.0,,,,,,1.4,,1.3
Puente Aranda,2025-10-05 07:00:00,,2.5,0.41,125.0,,72.0,,,15.1,21.4,36.6,6.0,4.1,1.6,0.1,565.0,141.0,1.0,,,,,,1.4,,1.1
Puente Aranda,2025-10-05 08:00:00,,2.7,0.14,177.0,,60.0,,,4.3,11.5,15.9,18.4,7.8,1.7,0.0,565.0,265.0,1.0,,,,,,1.9,,0.5
Puente Aranda,2025-10-05 09:00:00,,3.2,0.13,152.0,,56.0,,,3.1,10.6,13.8,22.3,16.2,2.2,0.0,565.0,270.0,0.9,,,,,,2.6,,0.3
Puente Aranda,2025-10-05 10:00:00,,10.8,0.16,141.0,,56.0,,,3.2,9.5,12.8,22.6,18.3,2.5,0.0,565.0,367.0,1.0,,,,,,2.9,,0.2
Puente Aranda,2025-10-05 11:00:00,,6.6,0.17,141.0,,56.0,,,3.6,9.4,13.1,22.4,17.0,2.4,0.0,565.0,338.0,1.0,,,,,,3.1,,0.3
Puente Aranda,2025-10-05 12:00:00,,10.0,0.16,155.0,,52.0,,,4.1,10.3,14.5,21.8,12.7,2.4,0.0,564.0,569.0,1.1,,,,,,3.1,,0.3
Puente Aranda,2025-10-05 13:00:00,,4.9,0.18,146.0,,55.0,,,4.3,11.0,15.4,19.1,9.7,2.8,0.0,564.0,418.0,1.1,,,,,,2.7,,0.5
Puente Aranda,2025-10-05 14:00:00,,6.0,0.24,166.0,,53.0,,,4.4,11.3,15.8,19.3,8.2,3.0,0.0,563.0,323.0,1.2,,,,,,2.5,,0.4
Puente Aranda,2025-10-05 15:00:00,,5.8,0.25,175.0,,51.0,,,5.0,11.2,16.3,21.6,15.4,3.2,0.0,562.0,436.0,1.2,,,,,,3.2,,0.4
Puente Aranda,2025-10-05 16:00:00,,12.6,0.25,167.0,,54.0,,,4.7,12.3,17.0,21.0,12.1,5.1,0.0,562.0,110.0,1.2,,,,,,3.4,,0.3
Puente Aranda,2025-10-05 17:00:00,,12.6,0.29,160.0,,57.0,,,4.6,13.7,18.3,19.2,8.4,4.7,0.0,562.0,27.0,1.3,,,,,,3.1,,0.4
Puente Aranda,2025-10-05 18:00:00,,4.8,0.38,179.0,,59.0,,,4.8,17.3,22.4,16.7,5.9,3.8,0.0,563.0,0.0,1.3,,,,,,2.4,,0.4
Puente Aranda,2025-10-05 19:00:00,,4.6,0.59,191.0,,66.0,,,7.4,25.0,32.5,10.3,4.1,2.9,0.0,563.0,0.0,1.4,,,,,,1.6,,0.7
Puente Aranda,2025-10-05 20:00:00,,8.0,0.7,191.0,,70.0,,,7.3,26.9,34.4,8.0,2.9,2.3,0.0,564.0,0.0,1.7,,,,,,1.7,,0.9
Puente Aranda,2025-10-05 21:00:00,,6.7,0.68,173.0,,72.0,,,8.4,28.5,37.0,4.2,2.1,1.9,0.0,564.0,0.0,1.8,,,,,,1.2,,1.0
Puente Aranda,2025-10-05 22:00:00,,5.0,0.83,250.0,,73.0,,,17.3,32.2,49.6,1.2,1.6,1.5,0.0,564.0,0.0,1.7,,,,,,1.0,,1.4
Puente Aranda,2025-10-05 23:00:00,,6.9,0.57,210.0,,72.0,,,11.8,27.5,39.4,4.1,1.2,1.3,0.0,564.0,0.0,1.5,,,,,,1.0,,1.3
Puente Aranda,2025-10-06 00:00:00,,8.1,0.6,301.0,,83.0,,,31.8,31.8,63.5,1.0,,1.1,0.0,564.0,0.0,1.4,,,,,,1.0,,1.2
Puente Aranda,2025-10-06 01:00:00,,7.6,0.51,224.0,,88.0,,,25.7,30.7,56.3,0.9,1.2,1.1,0.0,564.0,0.0,1.3,,,,,,0.8,,1.2
Puente Aranda,2025-10-06 02:00:00,,3.8,0.44,233.0,,83.0,,,20.7,28.3,48.9,1.1,2.1,2.1,0.0,563.0,0.0,1.7,,,,,,1.0,,2.0
Puente Aranda,2025-10-06 03:00:00,,1.5,0.3,252.0,,79.0,,,24.9,27.0,52.0,0.9,2.0,2.0,0.0,563.0,0.0,1.8,,,,,,0.7,,
Puente Aranda,2025-10-06 04:00:00,,0.2,0.32,202.0,,79.0,,,37.0,26.4,63.2,0.8,1.9,2.0,0.0,563.0,0.0,1.8,,,,,,0.9,,
Puente Aranda,2025-10-06 05:00:00,,0.3,0.87,204.0,,79.0,,,66.9,28.0,94.7,0.8,2.8,1.9,0.0,563.0,3.0,1.4,,,,,,0.5,,
Puente Aranda,2025-10-06 06:00:00,,1.6,2.06,307.0,,82.0,,,154.1,39.2,192.2,1.3,6.0,2.1,0.0,564.0,55.0,2.3,,,,,,0.8,,
Puente Aranda,2025-10-06 07:00:00,,2.9,2.22,285.0,,84.0,,,130.1,43.4,173.1,1.8,21.4,4.2,0.0,565.0,126.0,2.3,,,,,,0.9,,4.2
Puente Aranda,2025-10-06 08:00:00,,1.3,1.98,225.0,,71.0,,,95.7,52.5,147.8,5.1,43.4,8.0,0.0,565.0,267.0,2.2,,,,,,0.9,,7.1
Puente Aranda,2025-10-06 09:00:00,,2.8,1.76,323.0,,63.0,,,71.0,64.3,134.7,5.4,76.2,13.5,0.0,565.0,244.0,1.9,,,,,,1.1,,6.1
Puente Aranda,2025-10-06 10:00:00,,4.8,0.99,240.0,,56.0,,,33.5,50.2,83.1,13.7,80.9,23.3,0.0,565.0,280.0,1.3,,,,,,1.4,,4.5
Puente Aranda,2025-10-06 11:00:00,,3.4,0.73,251.0,,51.0,,,17.4,42.1,59.6,15.7,69.5,18.1,0.0,564.0,245.0,1.0,,,,,,1.1,,2.7
Puente Aranda,2025-10-06 12:00:00,,1.3,0.52,263.0,,50.0,,,10.3,30.2,40.5,17.0,57.8,13.8,0.0,563.0,228.0,0.8,,,,,,1.4,,1.7
Puente Aranda,2025-10-06 13:00:00,,0.8,0.43,263.0,,52.0,,,9.3,27.7,37.1,18.8,51.7,16.2,0.0,563.0,447.0,0.9,,,,,,1.6,,1.6
Puente Aranda,2025-10-06 14:00:00,,1.0,0.44,239.0,,66.0,,,6.6,24.9,31.6,24.6,46.8,22.5,0.0,562.0,260.0,1.1,,,,,,3.2,,1.8
Puente Aranda,2025-10-06 15:00:00,,1.3,0.62,246.0,,80.0,,,10.7,33.1,43.9,13.6,51.0,16.7,0.0,562.0,129.0,1.5,,,,,,2.1,,2.3
Puente Aranda,2025-10-06 16:00:00,,1.3,0.54,259.0,,81.0,,,7.7,25.6,33.4,16.7,42.9,16.9,0.2,562.0,229.0,1.3,,,,,,2.6,,2.1
Puente Aranda,2025-10-06 17:00:00,,1.3,0.59,269.0,,88.0,,,4.0,26.2,30.3,10.4,43.1,18.0,0.1,562.0,14.0,1.1,,,,,,1.9,,1.8
Puente Aranda,2025-10-06 18:00:00,,2.8,1.0,275.0,,91.0,,,9.6,36.4,46.1,2.4,30.3,16.5,0.1,563.0,0.0,1.1,,,,,,1.2,,2.1
Puente Aranda,2025-10-06 19:00:00,,4.3,1.59,239.0,,87.0,,,34.7,39.7,74.4,0.8,24.8,16.0,0.0,563.0,0.0,1.3,,,,,,0.6,,2.7
Puente Aranda,2025-10-06 20:00:00,,5.0,1.49,99.0,,76.0,,,48.7,38.0,86.7,1.2,25.0,22.4,0.0,564.0,0.0,1.4,,,,,,1.2,,3.8
Puente Aranda,2025-10-06 21:00:00,,3.9,0.9,188.0,,73.0,,,27.7,29.9,57.5,2.0,34.6,16.8,0.0,564.0,0.0,1.0,,,,,,0.8,,2.0
Puente Aranda,2025-10-06 22:00:00,,2.3,1.14,252.0,,83.0,,,36.7,32.4,69.1,0.9,29.8,12.7,0.0,564.0,0.0,1.2,,,,,,1.0,,2.3
Puente Aranda,2025-10-06 23:00:00,,2.6,1.27,262.0,,92.0,,,60.9,36.4,96.8,1.0,36.5,15.2,0.1,564.0,0.0,1.5,,,,,,0.9,,3.7
Puente Aranda,2025-10-07 00:00:00,,3.9,0.82,267.0,,92.0,,,49.1,31.7,80.9,0.9,49.2,29.0,0.0,564.0,0.0,1.5,,,,,,1.0,,3.6
Puente Aranda,2025-10-07 01:00:00,,5.6,0.49,71.0,,86.0,,,37.8,26.5,64.2,3.4,47.4,31.3,0.2,564.0,0.0,1.3,,,,,,1.4,,2.5
Puente Aranda,2025-10-07 02:00:00,,4.5,0.04,68.0,,83.0,,,5.2,14.9,20.2,9.7,40.6,22.8,0.6,564.0,0.0,0.8,,,,,,1.6,,1.0
Puente Aranda,2025-10-07 03:00:00,,3.7,,184.0,,87.0,,,1.7,12.2,14.0,12.0,28.4,16.8,0.6,563.0,0.0,0.8,,,,,,1.0,,0.5
Puente Aranda,2025-10-07 04:00:00,,5.8,0.07,33.0,,89.0,,,4.6,19.0,23.7,6.1,19.9,13.7,0.0,563.0,0.0,0.8,,,,,,1.2,,0.7
Puente Aranda,2025-10-07 05:00:00,,4.9,0.34,47.0,,90.0,,,24.0,30.0,54.0,1.6,14.6,10.5,0.1,563.0,2.0,0.8,,,,,,1.3,,2.4
Puente Aranda,2025-10-07 06:00:00,,3.8,0.65,47.0,,88.0,,,34.9,39.9,74.7,1.5,10.5,8.5,0.0,564.0,34.0,0.9,,,,,,0.7,,3.2
Puente Aranda,2025-10-07 07:00:00,,1.6,1.25,218.0,,85.0,,,60.9,44.6,105.6,2.0,9.2,8.1,0.0,564.0,116.0,1.2,,,,,,0.7,,3.8
Puente Aranda,2025-10-07 08:00:00,,1.5,1.23,242.0,,75.0,,,49.9,42.3,91.9,7.2,21.8,7.6,0.0,565.0,325.0,1.5,,,,,,1.5,,4.8
Puente Aranda,2025-10-07 09:00:00,,2.9,0.32,223.0,,65.0,,,14.6,21.1,35.7,12.9,47.5,15.7,0.0,565.0,423.0,1.1,,,,,,1.7,,1.8
Puente Aranda,2025-10-07 10:00:00,,5.4,0.27,188.0,,58.0,,,16.3,23.0,39.4,13.5,54.5,21.5,0.0,565.0,238.0,0.8,,,,,,2.3,,1.1
Puente Aranda,2025-10-07 11:00:00,,4.8,0.25,164.0,,55.0,,,13.2,21.8,35.1,13.1,39.5,15.1,0.0,564.0,425.0,0.8,,,,,,1.8,,1.1
Puente Aranda,2025-10-07 12:00:00,,4.5,0.11,193.0,,52.0,,,7.3,14.4,21.8,15.2,30.9,10.6,0.0,563.0,243.0,0.7,,,,,,2.2,,0.8
Puente Aranda,2025-10-07 13:00:00,,2.9,0.29,285.0,,63.0,,,10.8,22.7,33.5,11.5,27.6,7.6,0.0,563.0,321.0,1.1,,,,,,1.4,,1.1
Puente Aranda,2025-10-07 14:00:00,,4.4,0.19,262.0,,61.0,,,6.5,18.6,25.2,15.3,28.5,7.2,0.0,562.0,363.0,1.1,,,,,,2.0,,1.2
Puente Aranda,2025-10-07 15:00:00,,4.1,0.28,282.0,,63.0,,,8.2,21.9,30.2,14.0,33.3,7.3,0.0,562.0,372.0,1.3,,,,,,1.5,,1.4
San Cristobal,2025-10-05 00:00:00,,7.7,0.26,82.0,,82.0,,,1.2,8.6,9.8,13.0,6.0,6.0,0.0,,0.0,0.9,,,10.7,,,0.3,,0.3
San Cristobal,2025-10-05 01:00:00,,71.0,0.22,106.0,,83.0,,,1.5,6.9,8.4,10.7,6.0,6.0,0.0,,0.0,0.9,,,11.0,,,1.2,,0.3
San Cristobal,2025-10-05 02:00:00,,9.9,0.2,111.0,,83.0,,,1.2,4.8,6.1,10.0,7.0,3.0,0.0,,0.0,1.0,,,11.1,,,1.2,,0.2
San Cristobal,2025-10-05 03:00:00,,,0.18,108.0,,83.0,,,1.8,4.7,6.6,7.3,12.0,6.0,0.0,,0.0,0.9,,,11.0,,,1.0,,0.3
San Cristobal,2025-10-05 04:00:00,,26.3,0.18,109.0,,84.0,,,1.5,4.3,5.9,7.5,7.0,7.0,0.0,,0.0,1.0,,,10.6,,,1.2,,0.3
San Cristobal,2025-10-05 05:00:00,,9.2,0.16,102.0,,82.0,,,1.3,3.2,4.6,8.4,6.0,5.0,0.0,,0.0,0.8,,,10.2,,,2.1,,0.3
San Cristobal,2025-10-05 06:00:00,,4.1,0.25,92.0,,78.0,,,3.2,6.2,9.5,10.0,10.0,2.0,0.0,,35.0,0.7,,,11.1,,,0.7,,0.4
San Cristobal,2025-10-05 07:00:00,,24.8,0.27,116.0,,68.0,,,1.6,5.1,6.7,21.3,8.0,1.0,0.0,,106.0,0.9,,,13.4,,,0.9,,0.3
San Cristobal,2025-10-05 08:00:00,,,0.21,114.0,,59.0,,,1.5,3.8,5.4,27.5,10.0,2.0,0.0,,229.0,0.9,,,15.5,,,1.7,,0.3
San Cristobal,2025-10-05 09:00:00,,74.3,0.2,107.0,,56.0,,,1.3,3.8,5.2,33.0,8.0,3.0,0.0,,390.0,0.9,,,16.2,,,2.2,,0.2
San Cristobal,2025-10-05 10:00:00,,3.9,0.23,116.0,,56.0,,,2.3,4.8,7.2,31.4,7.0,5.0,0.0,,296.0,1.0,,,16.4,,,1.3,,0.3
San Cristobal,2025-10-05 11:00:00,,23.9,0.26,120.0,,54.0,,,2.1,4.8,6.9,32.7,12.0,5.0,0.0,,457.0,1.0,,,17.2,,,1.4,,0.3
San Cristobal,2025-10-05 12:00:00,,3.5,0.22,115.0,,50.0,,,2.1,4.4,6.5,31.1,11.0,9.0,0.0,,592.0,0.9,,,18.6,,,1.6,,0.3
San Cristobal,2025-10-05 13:00:00,,4.4,0.29,123.0,,54.0,,,3.1,5.6,8.8,29.6,7.0,5.0,0.0,,257.0,0.9,,,17.0,,,2.5,,0.2
San Cristobal,2025-10-05 14:00:00,,22.6,0.27,121.0,,52.0,,,2.7,5.2,7.9,30.4,13.0,3.0,0.0,,247.0,1.0,,,17.1,,,2.6,,0.4
San Cristobal,2025-10-05 15:00:00,,,0.27,118.0,,54.0,,,2.7,5.2,7.9,30.4,18.0,6.0,0.0,,138.0,1.1,,,16.4,,,3.6,,0.4
San Cristobal,2025-10-05 16:00:00,,4.0,0.31,139.0,,59.0,,,3.2,5.8,9.1,30.3,8.0,8.0,0.0,,66.0,1.1,,,15.1,,,2.5,,0.3
San Cristobal,2025-10-05 17:00:00,,,0.28,181.0,,60.0,,,3.0,6.8,9.8,27.6,10.0,5.0,0.0,,9.0,1.1,,,14.1,,,0.9,,0.3
San Cristobal,2025-10-05 18:00:00,,21.1,0.36,129.0,,65.0,,,2.9,10.4,13.4,22.6,14.0,7.0,0.0,,0.0,1.2,,,12.9,,,0.2,,0.3
San Cristobal,2025-10-05 19:00:00,,7.7,0.35,128.0,,66.0,,,2.2,8.2,10.4,24.7,11.0,5.0,0.0,,0.0,1.1,,,12.6,,,1.0,,0.5
San Cristobal,2025-10-05 20:00:00,,34.5,0.43,115.0,,70.0,,,4.0,11.8,15.8,15.6,18.0,8.0,0.0,,0.0,0.9,,,11.6,,,1.2,,0.4
San Cristobal,2025-10-05 21:00:00,,3.4,0.33,103.0,,73.0,,,2.5,9.7,12.2,14.3,12.0,7.0,0.0,,0.0,1.0,,,10.9,,,1.5,,0.6
San Cristobal,2025-10-05 22:00:00,,11.5,0.24,105.0,,73.0,,,1.3,5.4,6.8,19.2,7.0,7.0,0.0,,0.0,0.9,,,11.0,,,1.6,,0.1
San Cristobal,2025-10-05 23:00:00,,10.3,0.22,106.0,,76.0,,,1.6,6.0,7.7,15.6,6.0,6.0,0.0,,0.0,0.9,,,10.0,,,1.6,,0.3
San Cristobal,2025-10-06 00:00:00,,40.5,0.16,106.0,,80.0,,,0.7,3.7,4.4,14.2,11.0,1.0,0.0,,0.0,0.8,,,9.3,,,1.6,,0.1
San Cristobal,2025-10-06 01:00:00,,5.6,0.12,106.0,,79.0,,,0.4,2.2,2.7,13.7,8.0,1.0,0.0,,0.0,0.7,,,9.0,,,1.9,,0.2
San Cristobal,2025-10-06 02:00:00,,5.9,0.14,106.0,,79.0,,,0.3,4.1,4.5,12.1,6.0,3.0,0.0,,0.0,0.7,,,8.6,,,1.4,,0.2
San Cristobal,2025-10-06 03:00:00,,45.8,0.11,108.0,,79.0,,,0.4,1.8,2.2,12.2,7.0,3.0,0.0,,0.0,0.5,,,8.2,,,1.8,,0.1
San Cristobal,2025-10-06 04:00:00,,13.8,0.15,113.0,,80.0,,,3.5,6.4,10.0,8.9,10.0,5.0,0.0,,0.0,0.7,,,8.0,,,1.5,,0.4
San Cristobal,2025-10-06 05:00:00,,3.6,0.29,101.0,,79.0,,,4.8,8.6,13.4,7.7,17.0,5.0,0.0,,1.0,0.6,,,8.2,,,1.4,,0.8
San Cristobal,2025-10-06 06:00:00,,6.2,0.64,101.0,,77.0,,,13.8,13.6,27.5,6.4,21.0,5.0,0.0,,69.0,0.8,,,9.4,,,1.0,,1.0
San Cristobal,2025-10-06 07:00:00,,6.3,1.63,131.0,,68.0,,,53.5,33.9,87.4,4.0,52.0,5.0,0.0,,147.0,1.3,,,12.3,,,0.2,,2.7
San Cristobal,2025-10-06 08:00:00,,6.0,,251.0,,56.0,,,,,,,63.0,20.0,0.0,,347.0,,,,16.1,,,0.3,,5.5
San Cristobal,2025-10-06 09:00:00,,9.7,,120.0,,49.0,,,,,,,,26.0,0.0,,514.0,,,,17.7,,,1.9,,2.0
San Cristobal,2025-10-06 10:00:00,,10.6,,111.0,,46.0,,,,,,,11.0,2.0,0.0,,312.0,,,,18.1,,,1.4,,0.8
San Cristobal,2025-10-06 11:00:00,,51.9,,105.0,,50.0,,,,,,,15.0,3.0,0.0,,181.0,,,,17.1,,,1.8,,0.6
San Cristobal,2025-10-06 12:00:00,,23.6,0.16,84.0,,46.0,,,1.3,3.5,4.8,25.7,7.0,7.0,0.0,,304.0,0.6,,,18.6,,,0.6,,0.5
San Cristobal,2025-10-06 13:00:00,,91.1,0.17,42.0,,44.0,,,1.3,3.6,4.9,26.4,9.0,3.0,0.0,,324.0,0.7,,,19.1,,,0.2,,0.5
San Cristobal,2025-10-06 14:00:00,,6.3,0.49,312.0,,59.0,,,2.6,21.1,23.8,29.8,50.0,5.0,0.5,,99.0,1.5,,,17.9,,,1.2,,1.8
San Cristobal,2025-10-06 15:00:00,,6.8,0.43,156.0,,66.0,,,4.7,14.1,18.8,21.0,24.0,18.0,0.0,,142.0,1.3,,,16.1,,,1.0,,1.8
San Cristobal,2025-10-06 16:00:00,,67.6,0.25,166.0,,51.0,,,3.9,5.5,9.5,22.7,13.0,13.0,0.0,,127.0,1.0,,,17.7,,,2.2,,0.6
San Cristobal,2025-10-06 17:00:00,,12.7,0.68,66.0,,67.0,,,3.8,23.1,26.9,14.9,34.0,7.0,0.0,,15.0,1.2,,,15.4,,,0.9,,1.3
San Cristobal,2025-10-06 18:00:00,,11.6,0.93,123.0,,69.0,,,8.5,21.3,29.9,10.1,26.0,17.0,0.0,,0.0,1.3,,,14.0,,,0.9,,2.0
San Cristobal,2025-10-06 19:00:00,,13.7,0.83,107.0,,70.0,,,10.5,18.9,29.5,8.8,15.0,13.0,0.0,,0.0,1.2,,,13.3,,,0.4,,1.0
San Cristobal,2025-10-06 20:00:00,,21.5,0.68,101.0,,74.0,,,9.2,16.0,25.2,5.4,14.0,14.0,0.0,,0.0,1.1,,,12.3,,,1.4,,1.1
San Cristobal,2025-10-06 21:00:00,,6.1,0.61,107.0,,76.0,,,9.2,13.8,23.0,5.8,17.0,11.0,0.0,,0.0,0.9,,,11.8,,,1.6,,1.4
San Cristobal,2025-10-06 22:00:00,,9.7,0.39,105.0,,75.0,,,3.8,9.5,13.3,8.4,13.0,10.0,0.0,,0.0,0.7,,,11.9,,,1.6,,1.0
San Cristobal,2025-10-06 23:00:00,,38.6,0.26,98.0,,76.0,,,1.8,6.8,8.6,9.3,11.0,6.0,0.0,,0.0,0.8,,,11.9,,,1.2,,0.6
San Cristobal,2025-10-07 00:00:00,,,0.19,104.0,,80.0,,,0.7,5.6,6.3,10.3,7.0,4.0,0.4,,0.0,0.7,,,11.6,,,0.9,,0.5
San Cristobal,2025-10-07 01:00:00,,29.6,0.32,112.0,,86.0,,,2.3,12.0,14.4,7.8,16.0,7.0,1.1,,0.0,0.8,,,10.8,,,1.1,,0.7
San Cristobal,2025-10-07 02:00:00,,20.3,0.14,107.0,,82.0,,,0.3,2.9,3.3,22.8,9.0,9.0,0.6,,0.0,0.7,,,10.0,,,2.0,,0.3
San Cristobal,2025-10-07 03:00:00,,,0.15,139.0,,83.0,,,0.4,6.6,7.1,22.9,7.0,7.0,0.3,,0.0,0.5,,,9.3,,,0.8,,0.1
San Cristobal,2025-10-07 04:00:00,,8.6,0.17,84.0,,86.0,,,1.2,6.9,8.2,15.7,7.0,7.0,0.1,,0.0,0.7,,,9.1,,,0.6,,0.3
San Cristobal,2025-10-07 05:00:00,,9.2,0.4,106.0,,87.0,,,8.8,14.0,22.8,5.6,11.0,6.0,0.0,,1.0,0.9,,,8.9,,,0.8,,0.8
San Cristobal,2025-10-07 06:00:00,,23.2,0.67,87.0,,86.0,,,15.4,18.0,33.4,2.3,16.0,5.0,0.0,,31.0,0.7,,,9.6,,,0.3,,1.3
San Cristobal,2025-10-07 07:00:00,,5.8,0.86,102.0,,72.0,,,28.3,20.3,48.7,8.2,26.0,7.0,0.0,,238.0,0.7,,,13.4,,,0.6,,2.1
San Cristobal,2025-10-07 08:00:00,,6.3,0.3,110.0,,60.0,,,4.1,7.1,11.3,21.3,6.0,9.0,0.0,,369.0,0.5,,,15.1,,,2.2,,1.2
San Cristobal,2025-10-07 09:00:00,,34.8,0.22,117.0,,54.0,,,2.5,4.1,6.6,24.1,4.0,5.0,0.0,,759.0,0.4,,,17.3,,,2.4,,0.5
San Cristobal,2025-10-07 10:00:00,,34.9,0.18,110.0,,54.0,,,1.5,3.1,4.7,24.6,4.0,1.0,0.0,,695.0,0.3,,,17.5,,,1.9,,0.4
San Cristobal,2025-10-07 11:00:00,,42.4,0.16,111.0,,50.0,,,1.9,3.1,5.1,23.9,1.0,0.0,0.0,,460.0,0.3,,,18.5,,,0.9,,0.3
San Cristobal,2025-10-07 12:00:00,,19.5,0.16,103.0,,50.0,,,1.8,3.3,5.2,23.0,7.0,1.0,0.0,,597.0,0.3,,,18.2,,,2.8,,0.4
San Cristobal,2025-10-07 13:00:00,,30.9,0.18,105.0,,51.0,,,1.9,3.5,5.4,22.6,6.0,5.0,0.0,,253.0,0.3,,,17.5,,,2.3,,0.5
San Cristobal,2025-10-07 14:00:00,,,0.18,113.0,,46.0,,,2.0,3.4,5.5,22.3,9.0,3.0,0.0,,490.0,0.3,,,19.3,,,2.0,,0.4
San Cristobal,2025-10-07 15:00:00,,90.6,0.22,112.0,,48.0,,,2.5,4.5,7.1,21.8,6.0,2.0,0.0,,135.0,0.3,,,18.1,,,1.6,,0.4
Suba,2025-10-05 00:00:00,,,0.39,33.0,,,,,3.5,13.8,17.4,4.7,19.0,6.0,0.0,,,0.8,,,11.9,,,0.8,,
Suba,2025-10-05 01:00:00,,,0.32,18.0,,,,,0.6,7.8,8.4,8.9,14.2,4.0,0.0,,,0.6,,,11.5,,,1.5,,
Suba,2025-10-05 02:00:00,,,0.33,24.0,,,,,0.5,8.6,9.1,6.6,14.4,2.0,0.0,,,1.0,,,11.4,,,1.5,,
Suba,2025-10-05 03:00:00,,,0.37,35.0,,,,,3.0,14.2,17.2,3.4,15.2,8.0,0.0,,,1.2,,,11.1,,,1.2,,
Suba,2025-10-05 04:00:00,,,0.35,2.0,,,,,5.0,13.1,18.2,3.1,16.9,7.0,0.0,,,0.9,,,10.6,,,1.1,,
Suba,2025-10-05 05:00:00,,,0.55,45.0,,,,,24.3,16.1,40.5,1.2,19.0,19.0,0.0,,,1.1,,,10.0,,,0.7,,
Suba,2025-10-05 06:00:00,,,0.49,26.0,,,,,13.3,13.4,26.8,2.0,18.2,10.0,0.0,,,1.7,,,10.4,,,1.6,,
Suba,2025-10-05 07:00:00,,,0.41,35.0,,,,,7.0,8.1,15.2,6.5,14.8,10.0,0.0,,,1.6,,,13.2,,,1.6,,
Suba,2025-10-05 08:00:00,,,0.32,54.0,,,,,3.9,3.9,7.9,14.7,43.4,7.0,0.0,,,0.7,,,17.9,,,2.0,,
Suba,2025-10-05 09:00:00,,,0.3,80.0,,,,,2.2,3.1,5.3,20.1,31.2,2.0,0.0,,,0.5,,,18.9,,,2.9,,
Suba,2025-10-05 10:00:00,,,0.35,109.0,,,,,2.4,3.4,5.9,19.8,21.7,2.0,0.0,,,0.6,,,18.2,,,2.8,,
Suba,2025-10-05 11:00:00,,,0.35,123.0,,,,,2.2,2.6,4.9,20.0,16.4,4.0,0.0,,,0.5,,,18.0,,,3.6,,
Suba,2025-10-05 12:00:00,,,0.35,112.0,,,,,2.9,3.6,6.6,19.8,12.6,1.0,0.0,,,0.5,,,17.9,,,2.8,,
Suba,2025-10-05 13:00:00,,,0.41,144.0,,,,,3.4,4.4,7.9,19.0,12.1,0.0,0.0,,,0.6,,,19.0,,,3.1,,
